x,y,class,TypeId,ClId
137.028,176.21,5,1,11
244.466,176.288,5,1,11
163.388,176.343,5,0,11
35.236,176.364,5,1,13
308.914,176.455,5,1,11
142.814,176.485,5,1,11
148.332,176.609,5,1,11
329.534,176.617,5,1,11
88.706,176.685,5,0,10
260.121,176.7,5,0,11
118.736,176.804,5,0,11
175.481,176.817,5,0,11
256.751,176.849,5,0,11
42.662,176.909,5,1,13
28.355,177.212,5,1,13
65.886,177.319,5,1,10
55.027,177.406,5,0,10
150.243,177.473,5,0,11
210.645,177.815,5,0,11
167.605,177.919,5,0,11
108.602,178.091,5,1,11
322.717,178.234,5,1,11
177.36,178.535,5,0,11
331.754,178.868,5,0,11
72.114,179.025,5,0,10
27.104,179.199,5,1,13
237.357,179.362,5,0,11
173.638,179.555,5,0,11
137.962,179.734,5,1,11
64.779,180.357,5,1,10
206.37,180.453,5,0,11
303.585,180.629,5,0,11
212.71,180.665,5,0,11
316.479,180.696,5,0,11
247.264,180.768,5,1,11
45.317,181.056,5,0,13
322.878,181.177,5,1,11
240.801,181.178,5,0,11
21.409,181.389,5,0,13
44.414,181.393,5,1,13
198.941,181.503,5,1,11
326.889,181.568,5,1,11
52.622,181.916,5,0,10
30.773,182.051,5,1,13
318.323,182.643,5,1,11
94.303,182.798,5,0,11
29.242,182.931,5,0,13
321.85,182.94,5,1,11
195.157,182.953,5,0,11
33.045,182.992,5,1,13
135.319,182.999,5,0,11
153.696,183.013,5,0,11
205.884,183.193,5,0,11
44.019,183.254,5,1,13
33.585,183.373,5,1,13
283.707,183.686,5,0,11
36.257,183.698,5,1,13
271.821,185.621,5,0,11
234.864,244.592,6,0,14
287.437,244.7,6,0,14
216.497,244.797,6,0,14
260.292,244.799,6,0,14
205.094,245.336,6,0,14
274.302,245.444,6,0,14
296.97,246.026,6,0,14
242.848,246.187,6,0,14
217.482,246.361,6,0,14
214.916,246.544,6,0,14
266.91,247.372,6,0,14
299.132,247.988,6,0,14
282.77,248.761,6,0,14
191.475,248.979,6,0,15
250.737,248.985,6,0,14
291.683,249.094,6,0,14
221.889,249.484,6,0,14
221.515,249.913,6,0,14
168.784,250.097,6,0,15
358.137,250.268,6,0,16
248.197,250.671,6,1,14
215.53,250.902,6,0,14
376.398,251.574,6,0,16
256.128,251.643,6,0,14
145.695,252.222,6,0,15
167.272,252.347,6,0,15
377.884,252.614,6,0,16
336.336,252.815,6,0,14
235.478,252.983,6,0,14
276.248,253.026,6,0,14
321.801,253.264,6,0,14
164.143,253.348,6,0,15
276.824,253.898,6,1,14
183.845,254.069,6,0,15
142.206,254.367,6,0,15
151.415,254.811,6,1,15
164.9,255.039,6,0,15
322.522,255.481,6,0,14
172.022,255.744,6,1,15
329.826,256.269,6,0,14
216.782,256.393,6,1,14
233.173,256.487,6,1,14
341.166,256.49,6,0,14
199.059,256.774,6,0,14
176.248,256.856,6,1,15
246.211,257.004,6,1,14
304.116,257.178,6,0,14
261.033,257.946,6,1,14
168.283,257.95,6,0,15
241.386,257.955,6,1,14
238.388,258.167,6,1,14
166.854,258.216,6,1,15
261.802,258.219,6,1,14
328.027,258.385,6,0,14
267.79,258.546,6,1,14
210.807,258.753,6,1,14
335.855,258.797,6,0,14
240.766,258.826,6,1,14
268.65,258.927,6,1,14
132.612,258.952,6,1,15
133.285,258.973,6,1,15
195.841,259.09,6,0,15
120.182,259.236,6,0,17
195.446,259.275,6,0,15
195.223,259.303,6,0,15
286.976,259.335,6,1,14
370.524,259.581,6,0,16
247.657,259.677,6,1,14
340.544,259.696,6,0,14
223.795,259.78,6,1,14
259.062,259.847,6,1,14
358.721,259.912,6,0,16
295.301,259.998,6,1,14
181.985,260.158,6,1,15
309.232,260.38,6,0,14
280.259,260.382,6,0,14
143.269,260.419,6,1,15
367.715,261.151,6,1,16
257.052,261.209,6,1,14
359.908,261.221,6,1,16
333.562,261.296,6,1,14
306.803,261.514,6,0,14
361.204,261.708,6,1,16
354.164,261.749,6,1,16
124.82,261.864,6,0,15
347.83,261.914,6,1,16
368.397,262.058,6,1,16
288.914,262.231,6,1,14
276.933,262.471,6,1,14
235.676,262.61,6,1,14
153.31,262.628,6,1,15
151.888,262.644,6,1,15
262.705,262.756,6,1,14
253.724,263.118,6,0,14
369.972,263.249,6,0,16
138.854,263.312,6,0,15
202.992,263.397,6,0,14
255.164,263.433,6,1,14
179.044,263.445,6,1,15
226.697,263.483,6,0,14
269.569,264.229,6,1,14
176.638,264.276,6,1,15
188.112,264.32,6,1,15
119.521,264.342,6,0,17
131.309,264.388,6,0,15
108.035,264.541,6,1,17
348.729,264.691,6,1,16
206.131,264.749,6,0,14
267.293,264.964,6,1,14
241.117,265.01,6,1,14
310.351,265.14,6,0,14
250.162,265.481,6,0,14
362.335,265.582,6,1,16
358.437,265.584,6,1,16
285.917,265.773,6,1,14
155.432,265.779,6,0,15
141.203,265.822,6,1,15
217.099,265.994,6,1,14
261.649,266.026,6,1,14
181.108,266.237,6,1,15
105.735,266.323,6,0,17
112.038,266.481,6,1,17
397.022,266.483,6,0,18
321.053,266.501,6,1,14
153.756,266.591,6,0,15
175.147,267.035,6,1,15
236.075,267.568,6,1,14
365.962,267.834,6,1,16
350.352,267.841,6,1,16
314.474,267.889,6,1,14
386.85,268.208,6,-1,-1
161.21,268.239,6,1,15
401.392,268.271,6,0,18
346.266,268.386,6,1,16
348.104,268.693,6,1,16
271.358,269.107,6,1,14
294.125,269.208,6,1,14
184.243,269.275,6,1,15
234.124,269.3,6,1,14
347.027,269.484,6,1,16
162.837,269.797,6,0,15
220.961,269.839,6,0,14
364.302,270.024,6,1,16
331.139,270.079,6,1,14
116.118,270.099,6,1,17
116.917,270.293,6,1,17
229.713,270.555,6,1,14
229.983,270.753,6,1,14
238.567,270.766,6,1,14
274.811,270.851,6,1,14
185.068,270.968,6,1,15
284.224,270.97,6,1,14
354.042,271.24,6,1,16
205.727,271.55,6,0,14
323.592,271.776,6,1,14
345.636,271.783,6,1,16
184.201,271.984,6,1,15
328.682,272.08,6,1,14
316.09,272.295,6,1,14
189.263,272.365,6,1,15
385.32,272.6,6,0,18
347.378,272.672,6,1,16
107.208,272.741,6,1,17
159.461,272.871,6,1,15
365.041,272.918,6,1,16
231.64,272.95,6,1,14
299.952,273.015,6,1,14
412.013,273.039,6,0,18
332.842,273.049,6,0,14
111.92,273.059,6,1,17
146.538,273.415,6,1,15
307.841,273.426,6,1,14
372.834,273.842,6,0,16
193.835,273.965,6,1,15
392.026,274.041,6,0,18
222.816,274.215,6,1,14
144.324,274.262,6,1,15
242.165,274.344,6,0,14
302.042,274.351,6,1,14
362.578,274.592,6,0,16
231.177,274.619,6,1,14
278.387,274.685,6,1,14
233.675,274.728,6,1,14
103.443,275.113,6,1,17
184.803,275.142,6,1,15
393.87,275.359,6,0,18
400.79,275.553,6,0,18
221.329,275.558,6,0,14
298.289,275.669,6,1,14
374.334,275.758,6,0,16
144.611,275.853,6,1,15
332.076,275.981,6,1,14
268.136,276.218,6,0,14
326.374,276.345,6,1,14
292.513,276.386,6,1,14
297.682,277.079,6,1,14
113.75,277.192,6,1,17
147.492,277.268,6,1,15
331.537,277.279,6,1,14
377.427,277.387,6,0,16
235.603,277.481,6,1,14
243.231,277.59,6,0,14
239.251,277.642,6,1,14
294.783,277.717,6,1,14
302.474,277.981,6,1,14
282.085,277.982,6,0,14
196.392,278.01,6,1,15
177.292,278.063,6,0,15
345.278,278.078,6,1,16
109.286,278.229,6,1,17
356.119,278.468,6,1,16
357.73,278.505,6,1,16
423.625,278.606,6,0,18
136.73,278.689,6,1,15
78.93,278.739,6,0,17
432.592,278.896,6,0,18
259.719,278.912,6,0,14
286.788,278.92,6,0,14
322.884,278.954,6,1,14
211.168,279.157,6,0,14
179.18,279.618,6,0,15
268.326,279.856,6,0,14
171.561,280.03,6,0,15
138.141,280.041,6,1,15
208.478,280.366,6,0,14
186.663,280.399,6,1,15
164.522,280.68,6,0,15
59.41,280.906,6,0,17
348.208,281.281,6,1,16
273.862,281.305,6,0,14
239.767,281.313,6,0,14
223.403,281.412,6,0,14
143.917,281.565,6,1,15
191.103,281.635,6,1,15
295.399,281.74,6,1,14
425.464,281.741,6,0,18
137.137,281.848,6,1,15
188.508,282.094,6,1,15
154.368,282.101,6,0,15
366.112,282.204,6,1,16
241.73,282.281,6,0,14
207.249,282.409,6,0,15
342.771,282.611,6,0,14
108.523,282.87,6,0,17
134.019,282.918,6,1,15
73.189,283.025,6,0,17
313.93,283.078,6,0,14
94.959,283.585,6,0,17
194.718,283.682,6,1,15
193.331,283.738,6,0,15
194.154,283.746,6,1,15
66.523,283.799,6,1,17
179.837,284.052,6,0,15
87.172,284.134,6,0,17
402.773,284.218,6,1,18
95.734,284.532,6,0,17
329.706,284.713,6,0,14
421.923,284.761,6,0,18
66.209,284.821,6,1,17
147.831,285.022,6,1,15
352.346,285.392,6,1,16
418.201,285.682,6,1,18
410.708,285.972,6,1,18
407.996,286.008,6,1,18
97.786,286.274,6,1,17
105.21,286.344,6,1,17
142.503,286.624,6,1,15
394.864,286.816,6,1,18
397.475,286.913,6,1,18
406.111,287.297,6,1,18
369.137,287.411,6,1,16
128.558,287.806,6,0,15
396.145,287.85,6,1,18
319.44,287.986,6,0,14
159.764,288.052,6,0,15
345.851,288.391,6,0,16
125.152,288.588,6,0,15
61.673,288.598,6,1,17
78.621,288.802,6,0,17
130.534,288.951,6,0,15
133.453,289.02,6,1,15
52.622,289.037,6,0,17
386.608,289.194,6,1,18
378.179,289.508,6,0,16
432.953,289.514,6,0,19
111.583,289.604,6,1,17
122.856,289.844,6,0,15
96.347,289.895,6,1,17
401.966,290.358,6,1,18
148.248,290.486,6,0,15
399.667,290.504,6,1,18
355.627,290.567,6,0,16
373.491,290.722,6,0,16
156.122,290.744,6,0,15
404.151,290.877,6,1,18
43.668,291.399,6,0,17
352.804,291.482,6,0,16
62.382,291.554,6,1,17
364.163,291.906,6,0,16
102.177,292.04,6,1,17
106.176,292.456,6,1,17
423.479,292.576,6,1,18
434.548,292.794,6,0,19
109.868,292.862,6,1,17
414.844,292.891,6,1,18
411.84,293.004,6,1,18
413.243,293.071,6,1,18
57.86,293.158,6,1,17
100.433,293.333,6,1,17
60.88,293.369,6,1,17
72.174,293.497,6,1,17
431.476,293.868,6,0,19
390.64,293.958,6,1,18
375.155,294.645,6,0,16
453.706,295.165,6,0,19
92.286,295.358,6,1,17
453.35,295.523,6,0,19
409.412,296.241,6,1,18
119.815,296.545,6,0,15
109.014,297.536,6,0,17
388.662,297.954,6,1,18
443.069,298.013,6,0,19
389.945,298.199,6,0,18
58.091,298.559,6,1,17
34.687,298.645,6,0,17
50.432,299.391,6,0,17
376.1,299.845,6,0,16
43.395,300.136,6,1,17
81.753,300.599,6,1,17
408.577,300.765,6,1,18
394.307,300.814,6,0,18
397.963,301.312,6,0,18
84.687,301.617,6,0,17
22.648,301.845,6,0,17
389.74,301.868,6,0,18
30.152,302.263,6,0,17
71.044,302.361,6,1,17
95.351,302.391,6,0,17
89.502,302.506,6,0,17
69.746,302.796,6,1,17
411.323,303.126,6,1,18
407.588,303.313,6,0,18
36.368,303.323,6,0,17
461.43,303.426,6,0,19
439.555,303.691,6,1,19
414.359,303.901,6,1,18
47.073,304.217,6,1,17
63.546,304.552,6,1,17
44.926,305.39,6,1,17
51.622,306.263,6,1,17
433.531,306.699,6,1,19
57.161,306.967,6,1,17
430.586,307.041,6,1,19
403.957,307.223,6,0,18
58.693,307.798,6,1,17
86.84,307.898,6,0,17
403.135,307.952,6,0,18
54.973,308.618,6,1,17
52.016,308.647,6,1,17
62.335,308.819,6,1,17
401.52,309.01,6,0,18
38.483,309.053,6,1,17
420.457,309.085,6,0,18
456.877,309.287,6,1,19
456.952,309.309,6,1,19
51.381,309.339,6,1,17
457.56,309.871,6,1,19
436.883,310.057,6,1,19
21.981,310.181,6,0,17
21.398,310.923,6,0,17
35.471,311.366,6,1,17
432.437,311.366,6,1,19
21.128,311.598,6,0,17
423.895,311.641,6,1,19
438.943,311.816,6,1,19
64.802,311.944,6,0,17
442.157,311.945,6,1,19
452.978,312.366,6,1,19
79.41,312.385,6,0,17
447.133,312.509,6,1,19
19.871,312.744,6,0,17
441.051,313.418,6,1,19
50.113,313.644,6,1,17
459.358,313.731,6,1,19
58.391,314.439,6,1,17
416.987,314.997,6,0,18
444.98,315.303,6,1,19
427.267,315.886,6,1,19
25.722,315.903,6,1,17
36.154,316.095,6,1,17
28.931,316.146,6,1,17
449.315,316.324,6,1,19
18.401,316.506,6,0,17
419.095,316.961,6,0,18
39.297,317.421,6,1,17
466.399,317.743,6,1,19
421.674,319.72,6,1,19
435.218,321.225,6,1,19
54.469,321.346,6,0,17
476.266,321.411,6,0,20
421.076,321.448,6,0,19
54.068,321.808,6,0,17
37.482,321.958,6,1,17
61.027,322.163,6,0,17
47.348,322.24,6,1,17
435.536,322.356,6,0,19
52.415,322.429,6,0,17
424.367,323.119,6,1,19
28.518,323.886,6,1,17
40.202,324.015,6,1,17
430.045,324.215,6,1,19
47.988,324.866,6,1,17
34.948,325.1,6,0,17
33.205,325.15,6,1,17
458.212,325.358,6,0,20
25.605,325.391,6,1,21
456.158,326.245,6,0,20
467.677,326.964,6,0,20
47.826,327.783,6,1,17
438.462,328.804,6,0,19
429.271,329.775,6,0,19
478.2,329.863,6,0,20
37.153,330.001,6,1,17
23.087,331.747,6,0,21
462.812,333.131,6,1,20
450.655,334.172,6,0,22
7.798,335.318,6,0,21
19.35,335.468,6,1,21
464.485,335.525,6,1,20
12.362,336.383,6,1,21
435.936,336.962,6,0,22
474.028,337.023,6,1,20
26.63,338.016,6,0,21
43.022,338.1,6,0,17
481.873,338.631,6,0,20
8.743,338.975,6,0,21
41.099,339.342,6,0,17
475.227,339.598,6,1,20
18.12,339.686,6,1,21
16.05,340.187,6,1,21
440.528,341.442,6,0,22
45.626,342.268,6,0,17
464.897,343.644,6,1,20
465.009,343.714,6,1,20
24.172,343.841,6,1,21
13.156,344.062,6,1,21
16.346,344.69,6,1,21
461.818,344.828,6,0,20
441.551,345.23,6,1,22
49.718,345.273,6,0,21
10.583,345.6,6,1,21
434.374,345.867,6,0,22
41.708,347.081,6,1,21
435.825,347.081,6,0,22
433.06,348.892,6,0,22
473.169,349.682,6,1,20
29.856,350.191,6,1,21
35.786,350.472,6,1,21
450.58,350.598,6,0,22
431.13,350.641,6,0,22
32.469,350.818,6,1,21
447.728,352.005,6,1,22
46.813,352.385,6,1,21
446.941,352.849,6,1,22
452.782,353.004,6,0,22
446.78,353.006,6,1,22
467.267,353.183,6,1,20
479.124,353.347,6,0,20
55.947,353.436,6,0,21
14.524,353.603,6,0,21
40.931,354.262,6,1,21
24.811,355.822,6,1,21
429.494,355.828,6,0,22
443.649,356.951,6,1,22
36.016,357.015,6,1,21
444.773,357.025,6,1,22
476.866,358.237,6,0,20
18.972,358.39,6,0,21
447.278,359.067,6,1,22
440.322,359.597,6,1,22
445.592,359.608,6,1,22
27.594,360.195,6,1,21
427.076,360.605,6,0,22
460.865,360.605,6,0,20
62.738,361.133,6,0,21
448.514,361.48,6,1,22
472.407,362.644,6,1,20
30.845,362.74,6,1,21
442.663,363.271,6,1,22
11.956,364.116,6,0,21
474.53,364.429,6,0,20
471.83,366.58,6,1,20
425.996,367.085,6,0,20
450.208,367.423,6,0,20
463.023,367.791,6,1,20
422.702,368.899,6,0,20
39.715,368.951,6,0,21
459.782,369.416,6,1,20
63.116,369.837,6,0,21
465.469,369.922,6,1,20
468.761,370.088,6,1,20
75.864,370.152,6,0,21
424.841,370.183,6,0,20
56.519,370.269,6,0,21
17.142,370.489,6,0,21
449.539,370.556,6,0,20
53.734,371.545,6,1,21
455.02,371.707,6,1,20
451.784,372.544,6,1,20
463.597,372.888,6,1,20
470.532,373.245,6,0,20
53.113,373.63,6,1,21
75.981,373.892,6,0,21
26.442,375.309,6,1,21
446.385,375.791,6,1,20
420.762,375.909,6,0,20
405.21,376.181,6,0,20
444.529,376.501,6,1,20
49.221,376.644,6,0,21
458.636,376.864,6,1,20
446.2,376.875,6,1,20
72.552,377.098,6,0,21
27.995,377.312,6,1,21
37.978,377.388,6,1,21
68.11,377.472,6,1,21
444.084,377.758,6,1,20
431.754,378.545,6,0,20
437.278,378.593,6,1,20
45.921,378.705,6,1,21
438.268,378.901,6,1,20
433.499,379.803,6,1,20
457.91,379.863,6,0,20
85.698,380.122,6,0,21
70.221,380.266,6,1,21
91.282,381.058,6,0,21
81.266,381.555,6,0,21
392.807,381.579,6,1,20
399.774,381.619,6,0,20
396.336,382.252,6,0,20
55.135,382.346,6,1,21
59.946,382.474,6,1,21
398.408,383.121,6,0,20
48.354,383.203,6,1,21
98.302,383.25,6,0,21
98.906,383.296,6,0,21
94.322,383.477,6,1,21
449.901,383.51,6,0,20
426.936,383.646,6,0,20
32.217,383.8,6,1,21
71.897,384.142,6,1,21
35.171,384.492,6,1,21
437.593,384.646,6,1,20
418.134,384.903,6,0,20
439.894,385.014,6,1,20
66.915,385.652,6,1,21
435.048,385.943,6,1,20
452.215,385.959,6,0,20
395.719,386.118,6,1,20
74.33,386.576,6,1,21
65.754,386.654,6,1,21
74.614,386.659,6,1,21
381.522,386.891,6,0,20
386.21,386.943,6,1,20
382.863,386.952,6,0,20
29.363,386.997,6,0,21
33.847,387.077,6,0,21
103.896,387.175,6,0,21
77.671,387.262,6,0,21
427.456,388.137,6,1,20
92.832,388.358,6,1,21
101.558,388.536,6,0,21
380.181,389.217,6,1,20
52.869,389.467,6,0,21
436.547,389.647,6,1,20
395.41,390.354,6,1,20
436.104,390.371,6,1,20
368.282,390.461,6,0,20
67.756,390.925,6,1,21
435.992,391.306,6,1,20
433.946,391.346,6,1,20
437.983,392.456,6,0,20
67.603,392.698,6,1,21
43.805,392.703,6,1,21
387.72,392.743,6,1,20
75.721,392.82,6,1,21
91.755,392.94,6,1,21
84.958,392.993,6,1,21
350.834,393.015,6,0,20
412.508,393.212,6,1,20
448.146,393.502,6,0,20
94.032,393.635,6,1,21
421.458,393.757,6,0,20
399.452,393.855,6,1,20
85.894,394.246,6,0,21
76.829,394.409,6,1,21
420.05,394.812,6,1,20
31.469,394.823,6,0,21
48.814,394.997,6,0,21
88.208,395.247,6,1,21
377.197,395.342,6,1,20
99.782,395.363,6,0,21
114.505,395.536,6,1,21
131.893,395.601,6,0,21
424.151,396.003,6,0,20
428.045,396.207,6,1,20
64.925,396.343,6,1,21
382.259,396.419,6,1,20
400.564,396.719,6,1,20
338.582,397.027,6,0,20
420.547,397.059,6,1,20
113.269,397.283,6,1,21
111.269,397.428,6,1,21
361.969,397.622,6,0,20
380.704,397.84,6,1,20
118.64,397.862,6,1,21
65.474,397.864,6,1,21
149.382,398.016,6,0,23
357.426,398.042,6,0,20
83.199,398.172,6,1,21
351.375,398.205,6,0,20
383.83,398.269,6,1,20
409.073,398.274,6,1,20
116.504,398.588,6,1,21
410.204,399.163,6,1,20
110.656,399.239,6,0,21
319.2,399.345,6,0,26
375.708,399.624,6,1,20
115.02,399.69,6,1,21
79.99,399.942,6,1,21
60.61,399.962,6,1,21
117.998,400.035,6,1,21
165.375,400.069,6,1,23
64.08,400.093,6,1,21
111.713,400.172,6,1,21
406.533,400.324,6,1,20
156.759,400.334,6,0,23
64.368,400.932,6,1,21
389.044,400.936,6,1,20
324.707,401.197,6,0,26
53.383,401.396,6,0,21
384.84,401.565,6,1,20
172.728,401.743,6,0,23
157.021,401.853,6,1,23
343.209,401.875,6,1,20
388.29,402.187,6,1,20
135.45,402.325,6,0,21
407.202,402.33,6,1,20
78.412,402.465,6,1,21
296.567,402.621,6,1,24
117.548,402.827,6,1,21
276.546,403.014,6,0,24
119.355,403.016,6,1,21
427.567,403.036,6,0,20
237.441,403.141,6,0,25
171.03,403.242,6,0,23
94.776,403.431,6,1,21
400.29,403.583,6,1,20
364.009,403.632,6,0,20
216.281,403.738,6,0,25
69.344,403.834,6,1,21
394.043,403.837,6,1,20
228.186,404.266,6,0,25
127.521,404.302,6,0,21
291.202,404.565,6,0,24
390.223,404.643,6,1,20
183.113,404.72,6,0,23
263.353,404.726,6,0,24
300.303,404.822,6,1,24
123.494,404.996,6,0,21
335.635,405.027,6,0,20
343.935,405.111,6,1,20
92.976,405.224,6,0,21
305.999,405.251,6,1,24
390.917,405.78,6,1,20
302.855,405.923,6,1,24
87.612,405.967,6,1,21
303.317,405.982,6,0,24
167.863,406.165,6,1,23
120.956,406.173,6,0,21
305.291,406.215,6,1,24
270.593,406.391,6,0,24
169.89,406.627,6,1,23
126.54,406.846,6,1,21
153.452,406.889,6,0,23
195.68,407.109,6,0,25
89.24,407.149,6,0,21
305.034,407.174,6,1,24
63.834,407.371,6,1,21
301.158,407.389,6,1,24
304.714,407.514,6,1,24
405.399,407.597,6,0,20
208.884,407.714,6,0,25
232.737,408.015,6,0,25
275.488,408.147,6,1,24
287.802,408.291,6,1,24
318.68,408.54,6,0,26
228.677,408.656,6,1,25
135.582,408.736,6,1,21
191.883,408.816,6,1,25
255.725,408.868,6,0,24
73.7,408.875,6,0,21
82.104,408.895,6,1,21
130.995,408.988,6,1,21
209.892,409.092,6,0,25
227.285,409.217,6,1,25
70.635,409.332,6,0,21
266.255,409.427,6,1,24
135.223,409.595,6,1,21
160.665,409.705,6,1,23
320.522,409.815,6,0,26
90.167,410.206,6,1,21
213.1,410.277,6,1,25
138.504,410.321,6,0,21
281.102,410.354,6,1,24
284.847,410.361,6,1,24
226.241,410.568,6,1,25
107.758,410.612,6,0,21
178.291,410.675,6,0,23
209.163,410.84,6,0,25
158.839,410.947,6,1,23
351.67,410.951,6,1,20
363.075,411.015,6,1,20
415.817,411.583,6,0,20
229.033,411.662,6,1,25
336.566,411.77,6,1,20
285.446,411.998,6,1,24
260.778,412.067,6,1,24
327.692,412.193,6,1,26
341.677,412.277,6,1,20
257.165,412.331,6,1,24
102.502,412.379,6,1,21
380.025,412.558,6,0,20
279.12,412.833,6,1,24
152.226,412.855,6,0,21
403.768,412.856,6,0,20
257.718,412.965,6,1,24
367.371,413.262,6,1,20
283.121,413.349,6,1,24
169.409,413.67,6,1,23
190.529,413.784,6,1,25
190.273,413.899,6,1,25
271.932,414.035,6,1,24
95.789,414.043,6,1,21
197.375,414.109,6,1,25
109.047,414.293,6,1,21
381.669,414.33,6,1,20
315.492,414.358,6,1,26
197.753,414.381,6,1,25
221.842,414.473,6,1,25
253.467,414.664,6,0,24
139.782,415.115,6,1,21
129.748,415.173,6,1,21
383.414,415.2,6,0,20
197.434,415.202,6,1,25
269.046,415.209,6,1,24
124.115,415.262,6,1,21
80.432,415.289,6,0,21
190.811,415.4,6,1,25
220.093,415.472,6,1,25
237.711,415.537,6,0,25
264.897,415.572,6,1,24
407.023,415.673,6,0,20
295.996,415.991,6,0,24
97.247,416.01,6,1,21
315.275,416.778,6,1,26
151.172,417.074,6,0,21
118.479,417.095,6,0,21
188.836,417.103,6,0,25
281.86,417.163,6,1,24
199.862,417.181,6,1,25
295.567,417.203,6,0,24
207.787,417.346,6,1,25
188.622,417.373,6,0,25
353.395,417.424,6,0,20
258.27,417.529,6,1,24
106.041,417.726,6,1,21
308.96,417.742,6,1,26
211.704,417.878,6,1,25
173.589,417.888,6,0,23
104.555,418.093,6,1,21
335.207,418.16,6,1,20
112.874,418.188,6,1,21
354.632,418.37,6,0,20
125.739,418.416,6,1,21
234.507,418.468,6,0,25
310.619,418.775,6,1,26
387.325,418.898,6,0,20
325.105,419.289,6,0,20
382.581,419.315,6,0,20
271.513,419.377,6,0,24
212.78,419.444,6,1,25
377.046,419.455,6,1,20
140.49,419.932,6,0,21
218.959,420.131,6,1,25
317.028,420.228,6,1,26
254.704,420.249,6,0,24
309.1,420.443,6,1,26
173.306,420.526,6,1,23
92.599,420.669,6,0,21
337.386,421.004,6,1,20
134.898,421.141,6,1,21
314.054,421.248,6,1,26
154.881,421.634,6,1,23
349.701,421.652,6,1,20
201.895,421.718,6,1,25
166.255,421.931,6,0,23
378.984,422.004,6,1,20
371.817,422.008,6,1,20
99.406,422.288,6,0,21
196.673,422.573,6,1,25
330.035,422.856,6,1,20
316.572,423.484,6,1,26
118.361,423.503,6,1,21
175.443,423.556,6,1,23
283.699,423.558,6,0,24
279.992,423.596,6,0,24
212.343,423.602,6,1,25
185.609,423.917,6,0,23
366.829,424.024,6,1,20
129.466,424.13,6,1,21
218.038,424.521,6,1,25
363.769,424.607,6,0,20
338.379,424.652,6,0,20
176.376,424.839,6,1,23
271.134,424.855,6,1,24
120.665,425.106,6,1,21
311.792,425.296,6,1,26
97.952,425.347,6,0,21
297.329,425.654,6,1,24
313.0,425.869,6,1,26
340.875,426.126,6,1,20
245.642,426.362,6,1,24
319.669,426.467,6,1,26
126.147,426.478,6,1,21
293.242,426.633,6,1,24
375.438,426.635,6,0,20
175.931,426.949,6,1,23
170.395,427.14,6,1,23
281.535,427.357,6,1,24
207.034,427.407,6,1,25
137.681,427.607,6,1,21
152.751,427.649,6,0,23
150.81,427.675,6,1,23
114.123,427.772,6,0,21
200.928,427.941,6,1,25
200.511,427.955,6,1,25
287.307,428.207,6,1,24
210.663,428.231,6,1,25
128.275,428.488,6,1,21
175.522,428.597,6,1,23
186.077,429.118,6,0,23
179.995,429.387,6,1,23
321.488,429.445,6,1,26
163.642,429.528,6,1,23
205.247,429.563,6,1,25
171.426,429.853,6,1,23
177.699,430.005,6,1,23
198.463,430.006,6,1,25
158.042,430.115,6,0,23
312.424,430.181,6,1,26
251.255,430.57,6,0,24
344.933,431.301,6,0,20
277.793,431.339,6,1,24
317.931,431.572,6,0,26
134.386,431.874,6,0,21
262.219,432.229,6,1,24
173.95,432.248,6,1,23
337.756,432.272,6,0,20
157.268,432.455,6,0,23
325.985,432.681,6,0,20
309.701,432.849,6,0,26
149.632,433.107,6,0,21
219.665,434.107,6,0,25
150.417,434.508,6,0,21
264.571,434.546,6,1,24
160.359,434.736,6,0,23
272.937,434.785,6,1,24
270.371,434.949,6,1,24
322.39,435.133,6,0,26
289.899,435.177,6,1,24
225.679,435.41,6,0,25
303.837,435.479,6,0,24
206.045,436.023,6,1,25
188.361,436.104,6,0,23
169.052,436.336,6,0,23
325.641,436.469,6,0,20
265.566,436.524,6,0,24
230.877,436.569,6,0,24
264.409,436.615,6,1,24
171.919,436.719,6,0,23
293.566,436.723,6,0,24
193.055,436.953,6,0,25
213.511,437.019,6,1,25
192.08,437.213,6,0,25
183.244,437.523,6,0,23
228.015,438.665,6,0,25
288.79,438.928,6,0,24
258.736,439.333,6,1,24
297.477,439.6,6,0,24
203.887,440.687,6,0,25
298.536,440.791,6,0,24
243.962,440.814,6,0,24
238.526,441.593,6,0,24
251.937,442.055,6,0,24
200.09,442.546,6,0,25
272.275,445.758,6,0,24
216.038,64.569,7,0,28
259.969,68.072,7,0,29
226.852,68.191,7,0,28
126.801,68.228,7,1,27
190.483,68.481,7,0,27
47.035,68.538,7,0,27
309.29,68.687,7,0,30
231.062,68.763,7,0,28
133.637,68.782,7,0,27
121.143,68.878,7,1,27
54.094,68.93,7,0,27
113.246,69.092,7,0,27
217.701,69.131,7,1,28
264.302,69.184,7,0,29
116.821,69.283,7,0,27
251.889,69.384,7,1,29
284.77,69.565,7,0,30
32.783,69.609,7,0,31
90.353,69.805,7,0,27
115.059,70.588,7,0,27
293.519,70.663,7,0,30
242.242,70.84,7,0,29
81.168,70.878,7,0,27
21.727,71.013,7,0,31
275.25,71.139,7,0,30
233.191,71.16,7,0,28
152.262,71.197,7,0,27
253.069,71.225,7,1,29
327.389,71.249,7,0,30
121.669,71.339,7,1,27
145.722,71.481,7,0,27
278.585,71.559,7,0,30
320.408,71.723,7,1,30
188.685,71.897,7,0,27
